nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEPOLISIAN NEGARA REPUBLIK INDONESIA,ROLOG POLDA METRO JAYA - 642068,01KMJ6H47VXMGABY328RGYCC6N,66558308,2026,E-Katalog 6.0,APBN,PUTERA RAJA SADHENA,E-Purchasing,Barang,PENGADAAN II PAKAIAN PDL II TWO TONE POLDA METRO JAYA TAHUN ANGGARAN 2026,ON PROCESS,2572908478,2572908478
KEPOLISIAN NEGARA REPUBLIK INDONESIA,POLRES KUTAI BARAT - 665527,01KDT877621E700R3CWK2PEBDS,62629025,2026,E-Katalog 6.0,APBN,MIRLIN BERKAH JAYA,E-Purchasing,Jasa Lainnya,Polsek Muara Pahu (Tipe Rural) [4 ORG x 365 HR],ON PROCESS,87570800,87570800
KEPOLISIAN NEGARA REPUBLIK INDONESIA,POLRES BANGKA - 641703,01KJFJ8QX9EZH24DBJD5ZRBQHM,64835240,2026,E-Katalog 6.0,APBN,WIN LAKSANA,E-Purchasing,Jasa Lainnya,PENGADAAN PERALATAN/PERLENGKAPAN KANTOR (POLRES),ON PROCESS,145210644,145210644
KEPOLISIAN NEGARA REPUBLIK INDONESIA,RUMKIT BHAYANGKARA MAKASAR - 646307,01KEGFZPGT7PRXDVFH9N7ED16E,62546897,2026,E-Katalog 6.0,APBN,DWIASRI GRAHA,E-Purchasing,Barang,Belanja Barang Persediaan Lainnya - BLU,ON PROCESS,5289356,5289356
KEPOLISIAN NEGARA REPUBLIK INDONESIA,RUMKIT BHAYANGKARA SURABAYA - 651135,01KJY3QH4KX0W4SGF00BNQF3S2,62629591,2026,E-Katalog 6.0,APBN,BUANA PUTRA,E-Purchasing,Barang,Pengadaan Peralatan Perkantoran,PAYMENT OUTSIDE SYSTEM,61392000,61392000
KEPOLISIAN NEGARA REPUBLIK INDONESIA,POLRES BOVEN DIGOEL POLDA PAPUA - 670074,10858470000,64434661,2026,Non Tender,APBN,CV JOERAT KARYA PERKASA,Pengadaan Langsung,Pekerjaan Konstruksi,Pemeliharaan Dan Perawatan Gedung Polsek Waropko Polres Boven Digoel Polda Papua T.A. 2026,SELESAI,64700000,64700000
KEPOLISIAN NEGARA REPUBLIK INDONESIA,YANMA POLRI - 650435,10101987000,61930791,2026,Tender,APBN,PT. BUANA BERKAH BERDIKARI,Tender,Jasa Lainnya,PEMELIHARAAN MEKANIKAL ELEKTRIKAL (ME) GEDUNG MABES POLRI T.A. 2026,SELESAI,10628000000,10628000000
KEPOLISIAN NEGARA REPUBLIK INDONESIA,RUMKIT BHAYANGKARA SEMARANG - 651032,01KPD1TN7P09BYYJ3TNHEA8QY2,62547178,2026,E-Katalog 6.0,APBN,LAPI LABORATORIES,E-Purchasing,Barang,PENGADAAN OBAT-OBATAN SUMBER ANGGARAN BLU RUMKIT BHAYANGKARA SEMARANG TA. 2026,PAYMENT OUTSIDE SYSTEM,35164800,35164800
KEPOLISIAN NEGARA REPUBLIK INDONESIA,POLRES BOYOLALI - 643571,01KDSE74Y11A28TFJ01RYWYV43,62628926,2026,E-Katalog 6.0,APBN,MELAYANI CAKRAWALA NUSANTARA,E-Purchasing,Jasa Lainnya,PENYELENGGARAAN ETLE PENGIRIMAN SURAT KONFIRMASI TILANG POLRES BOYOLALI POLDA JATENG T.A. 2026,ON PROCESS,136316785,136316785
KEPOLISIAN NEGARA REPUBLIK INDONESIA,RUMKIT BHAYANGKARA PUSAT PUSDOKKES POLRI - 648261,01KFZ3SQE2WVPT3T43NSWJ0803,62998991,2026,E-Katalog 6.0,APBN,BERKELANA SUKSES BERSAMA,E-Purchasing,Barang,BELANJA TENUN T.A 2026,PAYMENT OUTSIDE SYSTEM,19092000,19092000
