nama_instansi,nama_satuan_kerja,kode_paket,kode_rup,tahun_anggaran,sumber_transaksi,sumber_dana,nama_penyedia,metode_pengadaan,jenis_pengadaan,nama_paket,status_paket,total_nilai,nilai_pdn
KEMENTERIAN PERTANIAN,BALAI BESAR PERAKITAN DAN MODERNISASI SUMBER DAYA LAHAN PERTANIAN - 237242,10339254000,41458437,2026,Swakelola,APBN,PPNPN,,,Biaya Tenaga Pengemudi,PAKET SEDANG BERJALAN,24500000,0
KEMENTERIAN PERTANIAN,DIREKTORAT SEREALIA - ,01KMQ4RPCRAYEND181VT3T47T4,62667384,2026,E-Katalog 6.0,APBN,WALI WALI SEJAHTERA,E-Purchasing,Barang,Bantuan Benih (40 kg/ha)  Kawasan Padi Oplah 2025 1762.RAI.621.051.E,ON PROCESS,1773903430,1773903430
KEMENTERIAN PERTANIAN,BALAI VETERINER BUKITTINGGI - 239523,01KP51G8FDRDMG0N5NNHQRX7Z6,62915271,2026,E-Katalog 6.0,APBN,SETYA JAYA ABADI,E-Purchasing,Barang,Belanja Barang Persediaan Barang Konsumsi,COMPLETED,4739700,0
KEMENTERIAN PERTANIAN,DIREKTORAT SEREALIA - ,01KQV73DXF541XTDG1N9PT23DW,66824101,2026,E-Katalog 6.0,APBN,AGRI MAKMUR PERTIWI,E-Purchasing,Barang,Bantuan Kawasan Padi OPLAH/Cetak Sawah/Gogo/Percepatan Tanam Mendukung Swasembada Pangan,ON PROCESS,218040655,218040655
KEMENTERIAN PERTANIAN,BALAI PERAKITAN DAN PENGUJIAN LINGKUNGAN PERTANIAN - 237380,10861742000,64564786,2026,Pencatatan,APBN,,Pengadaan Langsung,Pengadaan Barang,Belanja Bahan Kegiatan Pengelolaan Kepegawaian dan Kelembagaan,PAKET SEDANG BERJALAN,2745000,2745000
KEMENTERIAN PERTANIAN,DIREKTORAT JENDERAL PERKEBUNAN - 238830,01KK0GXB9ZZNWE56DDV5WHTEN0,63551099,2026,E-Katalog 6.0,APBN,DEK ADAN,E-Purchasing,Barang,Produksi benih dalam proses (lanjutan) - Kopi Arabika,ON PROCESS,9180000000,9180000000
KEMENTERIAN PERTANIAN,BALAI BESAR PENERAPAN MODERNISASI PERTANIAN JAWA TENGAH - 567318,10855579000,63939606,2026,Pencatatan,APBN,,Pengadaan Langsung,Jasa Lainnya,Belanja Barang Non Operasional Lainnya kegiatan UPBS Padi,PAKET SEDANG BERJALAN,884625,884625
KEMENTERIAN PERTANIAN,BADAN PENYULUHAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA PERTANIAN - 412069,01KN3VBCGXKZ1KC21CQSQ6Y49T,66560088,2026,E-Katalog 6.0,APBN,MAHAVIRA AGRO ENGINEERING,E-Purchasing,Jasa Lainnya,Outsourcing Operator Data Penyuluhan dan Pengembangan SDM Pertanian,ON PROCESS,2772728000,2772728000
KEMENTERIAN PERTANIAN,BALAI BESAR PERAKITAN DAN MODERNISASI SUMBER DAYA LAHAN PERTANIAN - 237242,10348990000,43457814,2026,Swakelola,APBN,Pegawai BRMP SDLP,,,Identifikasi lahan dan Rekomendasi pemupukan presisi perbenihan padi spesifik agroekosistem,PAKET SEDANG BERJALAN,802000,0
KEMENTERIAN PERTANIAN,BALAI BESAR PENGEMBANGAN PENGUJIAN MUTU BENIH TANAMAN PANGAN & HORTIKULTURA DKI JAKARTA - 010082,01KP7ZJSAPNJM0EDBMY8N1R6AX,62528272,2026,E-Katalog 6.0,APBN,TRIKINDO INDONESIA,E-Purchasing,Barang,Belanja Penambah Daya Tahan Tubuh,COMPLETED,30486366,30486366
